,id,chr,number,flag,code,desc
41,425497,NC_033959,1150084195,0,AP012140,Acanthocobitis zonalternans
42,111505,NC_059775,2172613110,0,MW496115,Acanthodactylus aureus
43,111507,NC_059772,2172613068,0,MW496112,Acanthodactylus boskianus
44,111511,NC_059773,2172613082,0,MW496113,Acanthodactylus erythrurus
45,1855261,NC_059781,2172613194,0,MW496123,Acanthodactylus guineensis
46,80464,NC_059782,2172613208,0,MW496124,Acanthodactylus schmidti
47,267130,NC_006131,51101178,0,AY486321,Acanthogobius hasta
48,767263,NC_061989,2216738012,0,OL616198,Acanthogorgia breviflora
49,8177,NC_056780,2088232162,0,MN909968,Acanthopagrus latus
50,72011,NC_018553,403531702,0,JQ746035,Acanthopagrus schlegelii
51,1678904,NC_040957,1583105647,0,MK112875,Acanthopagrus schlegelii x Pagrus major
52,1765094,NC_057469,2091526132,0,MT883999,Acanthopsyche nigraplaga
53,266336,NC_051552,1935448479,0,MT457824,Acanthorhynchus tenuirostris
54,200917,NC_035677,1238818168,0,KX825864,Acanthoscelides obtectus
55,459747,NC_009830,157364911,0,EU136032,Acanthurus leucosternon
56,483362,NC_010108,1252414501,0,EU273284,Acanthurus lineatus
57,357281,NC_008669,119360665,0,AB242161,Acantopsis choirorhynchos
58,1527573,NC_029168,992329485,0,KJ754818,Acasta sulcata
59,8957,NC_011818,219524160,0,AP010797,Accipiter gentilis
60,211598,NC_025580,722490308,0,KM360148,Accipiter nisus
61,210844,NC_045364,1783497247,0,MK953813,Accipiter trivirgatus
62,387810,NC_026082,745999762,0,KJ699124,Accipiter virgatus
63,376894,NC_041193,1593555214,0,MH678615,Acentrogobius caninus
64,1285428,NC_020346,452849601,0,KC196074,Acentrogobius chlorostigmatoides
65,376893,NC_018064,391224258,0,JX029961,Acentrogobius pflaumii
66,187596,NC_026675,769829251,0,KJ101608,Acerella muscorum
67,996308,NC_026666,769837779,0,JQ728012,Acerentomon microrhinus
68,978109,NC_015085,322422478,0,HQ834450,Aceros waldeni
69,909829,NC_015755,339511201,0,AP011981,Acestrorhynchus sp. NM-2010
70,439396,NC_017600,383931141,0,JN689221,Acetes chinensis
71,572522,NC_011576,212725550,0,FJ424614,Achalinus meiguensis
72,46276,NC_032085,1111670811,0,KT897595,Achalinus rufescens
73,1748395,NC_032084,1111670797,0,KT897594,Achalinus spinalis
74,115943,NC_030190,1030178742,0,KU525108,Achatinella mustelina
75,881187,NC_026872,813559346,0,KP067832,Acheilognathus barbatus
76,75334,NC_023101,568192377,0,KF695385,Acheilognathus chankaensis
77,881188,NC_028416,953244601,0,KT591478,Acheilognathus gracilis
78,430564,NC_013705,283099261,0,EF483933,Acheilognathus intermedia
79,80791,NC_013711,283099317,0,EF483935,Acheilognathus macropterus
80,481687,NC_028736,966203156,0,LC006056,Acheilognathus majusculus
81,481688,NC_031152,1070108493,0,KT692966,Acheilognathus meridianus
82,881190,NC_037404,1381386082,0,MG783572,Acheilognathus omeiensis
83,80784,NC_028433,953245094,0,KT601094,Acheilognathus rhombeus
84,80807,NC_013702,283099233,0,EF483930,Acheilognathus signifer
85,481701,NC_014882,317134219,0,FJ515921,Acheilognathus somjinensis
86,80788,NC_042407,1678641599,0,MH261370,Acheilognathus tonkinensis
87,80789,NC_008668,119360355,0,AB239602,Acheilognathus typus
88,80790,NC_013712,283099331,0,EF483936,Acheilognathus yamatsutae
89,253938,NC_023768,594448439,0,JQ639067,Achirus lineatus
90,1934430,NC_034135,1152274824,0,KY224688,Acholotermes chirotus
91,688607,NC_061604,2214669052,0,OM203125,Achroia grisella
92,1934431,NC_034089,1152281275,0,KY224548,Aciculitermes aciculatus
93,229658,NC_034107,1152274572,0,KY224601,Aciculitermes maymyoensis
94,2804768,NC_053982,2018133182,0,MT679543,Acidiella diversa
95,1934432,NC_034122,1152281429,0,KY224646,Acidnotermes praus
96,32536,NC_005212,38349475,0,AF344830,Acinonyx jubatus mitochondrion MT
97,27689,NC_017603,383931256,0,JQ045341,Acipenser baerii
98,7907,NC_032715,1128272555,0,KX817302,Acipenser brevirostrum
99,62061,NC_005451,42632215,0,AY510085,Acipenser dabryanus
100,2054245,NC_036420,1299050016,0,MF958972,Acipenser dabryanus x Acipenser schrenckii
101,41871,NC_030325,1037240967,0,KU985070,Acipenser fulvescens
102,7902,NC_012576,226968699,0,FJ392605,Acipenser gueldenstaedtii
103,1358432,NC_036675,1331211509,0,KY231189,Acipenser gueldenstaedtii x Acipenser baerii
104,7908,NC_028405,953244230,0,KM591217,Acipenser medirostris
105,61966,NC_031188,1070111789,0,KX276658,Acipenser mikadoi
106,61967,NC_030344,1037241642,0,KU321568,Acipenser nudiventris
107,36177,NC_028290,948298645,0,KP013103,Acipenser oxyrinchus
108,7906,NC_022453,546143689,0,KF153104,Acipenser ruthenus mitochondrion MT
109,111304,NC_021757,525341030,0,KC905169,Acipenser schrenckii
110,228914,NC_027522,885001069,0,KR059905,Acipenser schrenckii x Huso dauricus
111,61970,NC_012646,229324803,0,EU719645,Acipenser sinensis
112,7903,NC_005795,45387959,0,AJ585050,Acipenser stellatus
113,61674,NC_027417,849123606,0,KP997216,Acipenser sturio
114,7904,NC_004743,30065662,0,AB042837,Acipenser transmontanus
115,342762,NC_042689,1693286824,0,MH751435,Acisoma panorpoides
116,121830,NC_038146,1436053622,0,MG989217,Acizzia uncatoides
117,2735253,NC_051548,1935448344,0,MT501538,Aclees cribratus
118,941637,NC_018754,408772054,0,HQ662522,Acleris fimbriana
119,590154,NC_013580,270267663,0,FJ613420,Acmaeodera sp. NCS-2009
120,2339098,NC_050318,1904806004,0,MT410840,Acnemia nitidicollis
121,10068,NC_020758,470235646,0,JN571155,Acomys cahirinus
122,2665907,NC_045212,1778128405,0,MK801775,Acosmetura nigrogeniculata
123,1337127,NC_029511,1002166741,0,KT371373,Acraea alcinoe
124,501946,NC_029497,1002166545,0,KT371359,Acraea egina
125,1337138,NC_029504,1002166643,0,KT371366,Acraea poggei
126,1777088,NC_029503,1002166629,0,KT371365,Acraea rogersi
127,1156543,NC_029513,1002166769,0,KT371375,Acraea vestalis
128,501963,NC_029499,1002166573,0,KT371361,Acraea zetes
129,2546656,NC_042752,1693291013,0,MK903494,Acratocnus ye
130,392910,NC_011950,221145617,0,AP009213,Acreichthys tomentosus
131,244713,NC_014887,317097421,0,GU344100,Acrida cinerea
132,227550,NC_011303,207268051,0,EU938372,Acrida willemsei
133,451382,NC_015613,334362142,0,JF810423,Acridotheres cristatellus
134,279927,NC_015195,325126718,0,HQ915864,Acridotheres tristis
135,2918056,NC_061244,2206968512,0,MZ823347,Acrobasis inouei
136,68483,NC_046418,1824661851,0,MG681103,Acrocephalus orientalis
137,48156,NC_010227,164449763,0,AM889139,Acrocephalus scirpaceus
138,67537,NC_033927,1150149740,0,AP012086,Acrocheilus alutaceus
139,46287,NC_007400,74310558,0,AB177879,Acrochordus granulatus
140,1105128,NC_061659,2214671667,0,OM457248,Acromitus flagellatus
141,219317,NC_053852,2018126782,0,MN969989,Acroneuria carolinensis
142,1571577,NC_026104,746000056,0,KM199685,Acroneuria hainana
143,1078809,NC_062172,2216745389,0,MZ853168,Acronicta major
144,753146,NC_062117,2216742611,0,OK235313,Acronicta rumicis
145,1267103,NC_061990,2216738027,0,OL616199,Acrophytum claviger
146,2233869,NC_057224,2088255127,0,MN251861,Acropoma japonicum
147,140238,NC_022827,558603323,0,KF448532,Acropora aspera
148,70779,NC_022830,558603365,0,KF448535,Acropora digitifera mitochondrion MT
149,117776,NC_022832,558603393,0,KF448537,Acropora divaricata
150,70782,NC_022828,558603337,0,KF448533,Acropora florida
151,513067,NC_022825,558603295,0,KF448530,Acropora horrida
152,46687,NC_022823,558603267,0,KF448528,Acropora humilis
153,55974,NC_022826,558603309,0,KF448531,Acropora hyacinthus
154,159855,NC_022824,558603281,0,KF448529,Acropora muricata
155,70778,NC_022831,558603379,0,KF448536,Acropora nasuta
156,676058,NC_022833,558603407,0,KF448538,Acropora robusta
157,70783,NC_003522,20065783,0,AF338425,Acropora tenuis
158,55976,NC_042742,1693290284,0,MH141598,Acropora valida
159,117778,NC_022829,558603351,0,KF448534,Acropora yongei
160,2669307,NC_053936,2018131486,0,MN093120,Acropteris iphiata
161,602205,NC_046421,1824667442,0,MH158405,Acropyga fuhrmanni
162,602207,NC_046420,1824667428,0,MH158403,Acropyga goeldii
163,602208,NC_046422,1824667456,0,MH158406,Acropyga guianensis
164,602213,NC_046423,1824667470,0,MH158407,Acropyga kinomurai
165,602216,NC_046424,1824667484,0,MH158408,Acropyga myops
166,602221,NC_046425,1824667498,0,MH158409,Acropyga pallida
167,602222,NC_046426,1824661879,0,MH158410,Acropyga panamensis
168,602226,NC_046398,1824661514,0,MH158411,Acropyga sauteri
169,602228,NC_046399,1824661528,0,MH158413,Acropyga smithii
170,1382617,NC_022184,533207069,0,KF113879,Acrossocheilus barbodon
171,356814,NC_028206,944542510,0,KT428616,Acrossocheilus beijiangensis
172,356809,NC_023378,575669734,0,KF781289,Acrossocheilus fasciatus
173,356810,NC_022183,533207055,0,KF113878,Acrossocheilus hemispinus
174,643335,NC_031551,1088477833,0,AP011242,Acrossocheilus iridescens
175,1776111,NC_034917,1199894496,0,KY131974,Acrossocheilus jishouensis
176,1539280,NC_024844,685496871,0,KJ817184,Acrossocheilus kreyenbergii
177,1776112,NC_047455,1834979091,0,MK296412,Acrossocheilus longipinnis
178,356813,NC_022145,533206372,0,KC788747,Acrossocheilus monticola
179,76593,NC_029453,1002165180,0,KT991436,Acrossocheilus paradoxus
180,356812,NC_026973,817526264,0,KP274878,Acrossocheilus parallens
181,356815,NC_034918,1199894510,0,KY131975,Acrossocheilus spinifer
182,1544377,NC_024934,688074889,0,KJ909660,Acrossocheilus stenotaeniatus
183,1279364,NC_020145,442769772,0,KC161586,Acrossocheilus wenchowensis
184,1776113,NC_034919,1199894524,0,KY131977,Acrossocheilus wuyiensis
185,75336,NC_028527,959122885,0,KT756206,Acrossocheilus yunnanensis
186,416595,NC_061991,2216738042,0,OL616200,Acrossota amboinensis
187,8992,NC_014180,296940293,0,FJ752436,Acryllium vulturinum
188,1869403,NC_062171,2216745375,0,MZ853167,Actebia praecox
189,444481,NC_061628,2214670780,0,OK360631,Actenodia billbergi
190,63976,NC_045899,1812093686,0,MN832537,Actias luna
191,37776,NC_018133,394831470,0,JX186589,Actias selene
192,6106,NC_039929,1526690070,0,MH545699,Actinia equina
193,6105,NC_044902,1751537894,0,MK291977,Actinia tenebrosa mitochondrion MT
194,201347,NC_045387,1783497862,0,MK779708,Actinodura cyanouroptera
195,767298,NC_061992,2216738057,0,OL616201,Actinoptilum molle
196,571811,NC_057223,2088255113,0,MW218894,Actinopyga lecanora
197,1418645,NC_062107,2216742471,0,OK011997,Actinotia intermediata
198,2072973,NC_045529,1796333614,0,MF991456,Aculamprotula scripta
199,1758753,NC_029210,992330109,0,KR873102,Aculamprotula tientsinensis
200,232576,NC_042472,1678645027,0,MH919390,Acuticosta chinensis
201,7029,NC_011594,213948225,0,FJ411411,Acyrthosiphon pisum mitochondrion MT
202,59515,NC_020674,470231667,0,JN632591,Addax nasomaculatus
203,590155,NC_013554,270267294,0,FJ613422,Adelium sp. NCS-2009
204,311011,NC_039885,1511251925,0,MG747642,Adelpha bredowii
205,882590,NC_039858,1511251546,0,MG747609,Adelpha ethelda
206,722283,NC_039696,1511258571,0,MG747610,Adelpha iphiclus
207,323752,NC_023796,594449003,0,KJ001714,Adelphocoris fasciaticollis
208,236346,NC_027143,827044664,0,KJ020286,Adelphocoris lineolatus
209,1471634,NC_027144,827044678,0,KJ020287,Adelphocoris nigritylus
210,1086113,NC_046728,1829765474,0,MK784108,Adhemarius dariensis
211,1086114,NC_046713,1829765264,0,MK804148,Adhemarius dentoni
212,85585,NC_008141,108793378,0,DQ073916,Adoxophyes honmai
213,480707,NC_021396,511347949,0,JX872403,Adoxophyes orana
214,1289575,NC_042429,1678642552,0,KU053339,Adrisa magna
215,7159,NC_035159,1212890241,0,MF194022,Aedes aegypti mitochondrion MT
216,1806178,NC_054319,2026158302,0,MN389464,Aedes alboannulatus
217,7160,NC_006817,58372083,0,AY072044,Aedes albopictus mitochondrion MT
218,569587,NC_054325,2026158416,0,MN389472,Aedes alternans
219,166586,NC_050044,1883997257,0,MT501510,Aedes flavopictus
220,586676,NC_046946,1829777304,0,MT093832,Aedes koreicus
221,508665,NC_025473,722121214,0,KM676218,Aedes notoscriptus
222,1806179,NC_054320,2026158324,0,MN389466,Aedes rubrithorax
223,1789663,NC_029419,1002164018,0,KT192071,Aegista aubryana
224,1545397,NC_027584,902686437,0,KR002567,Aegista diversifamilia
225,762617,NC_024267,651424375,0,KF951087,Aegithalos bonvaloti
226,762613,NC_024266,651424353,0,KF951086,Aegithalos fuliginosus
227,762568,NC_024268,651424401,0,KF951089,Aegithalos glaucogularis
228,1448030,NC_027577,902686269,0,KF785807,Aegorhinus superciliosus
229,2020310,NC_038089,1436050851,0,KY773686,Aegosoma sinicum
230,48278,NC_052816,1980528730,0,MN356366,Aegotheles bennettii
231,48279,NC_011718,938206253,0,EU344979,Aegotheles cristatus
232,96749,NC_035150,1211677753,0,AB738948,Aeluroscalabotes felinus
233,321389,NC_019571,426580925,0,JX519458,Aelurostrongylus abstrusus
234,2058190,NC_045852,1812100497,0,MK630013,Aenasius arizonensis
235,2175170,NC_039120,1464312025,0,MH198157,Aeneator elegans
236,619922,NC_039122,1464312053,0,MH198159,Aeneator recens
237,295213,NC_025495,722489286,0,JX844626,Aeneolamia contigua
238,2586744,NC_060374,2192914087,0,MT670416,Aenigmachanna gollum
239,1162206,NC_025243,694137675,0,AB703463,Aeolesthes oenochrous
240,270546,NC_010270,165932535,0,AP009198,Aeoliscus strigatus
241,9897,NC_020675,470231714,0,JN632592,Aepyceros melampus
242,242819,NC_033544,1134945717,0,KR150865,Aequidens metae
243,46478,NC_054244,2026154804,0,MW074961,Aerodramus fuciphagus
244,498933,NC_012446,225697457,0,EU427333,Aeschyntelus notatus
245,215406,NC_021969,529217558,0,KF000065,Aesopia cornuta
246,327776,NC_022141,533206309,0,KC593376,Aethaloperca rogaa
247,28685,NC_045517,1796333162,0,MN337912,Aethia cristatella
248,116153,NC_036104,1267174140,0,MF943248,Aethina tumida
249,1302145,NC_027241,836614093,0,KP772257,Aethopyga gouldiae
250,101500,NC_057662,2091536118,0,MT232658,Aethotaxis mitopteryx
251,2880901,NC_058963,2127891549,0,MW847231,Aethus nigritus
252,420948,NC_022837,558603467,0,KF482070,Aetobatus flagellum
253,390897,NC_008231,110082712,0,DQ665656,Agamermis sp. BH-2006
254,60464,NC_045369,1783497317,0,MN481406,Agapornis lilianae
255,60465,NC_045367,1783497289,0,MN481405,Agapornis nigrigenis
256,60467,NC_045368,1783497303,0,MN481404,Agapornis pullarius
257,60468,NC_011708,218157259,0,EU410486,Agapornis roseicollis
258,367765,NC_008160,109156500,0,DQ643831,Agaricia humilis
259,715812,NC_028332,948299352,0,KR494279,Agasicles hygrophila
260,84835,NC_018811,408772755,0,JX516074,Agelaioides badius
261,39638,NC_018801,408772615,0,JX516062,Agelaius phoeniceus
262,2723817,NC_010213,164421070,0,EU237475,Agelas schmidtii
263,2784381,NC_053905,2018129818,0,MW067123,Agelasta perplexa
264,555143,NC_018813,408772783,0,JX516076,Agelasticus cyanopus
265,555144,NC_018807,408772699,0,JX516069,Agelasticus thilius
266,1235644,NC_018798,408772573,0,JX516059,Agelasticus xanthophthalmus
267,648239,NC_033971,1150150539,0,KX290739,Agelena silvatica
268,887870,NC_025562,722489995,0,KM255666,Ageneiogarra imberba
269,1621551,NC_026717,769829628,0,KM983421,Ageneiosus pardalis
270,8720,NC_035638,1237408834,0,KY747498,Agkistrodon contortrix
271,8715,NC_009768,156878356,0,DQ523161,Agkistrodon piscivorus
272,1853073,NC_030339,1037241495,0,KU679421,Aglaiogyrodactylus forficulatus
273,1426894,NC_037512,1381394222,0,KY800518,Aglaomorpha histrio
274,2817234,NC_058009,2104507583,0,MW542312,Aglossa dimidiata
275,1934436,NC_034025,1152273788,0,KY224404,Agnathotermes crassinasus
276,661228,NC_017876,386800566,0,JF911702,Agonostomus monticola
277,1964413,NC_037146,1369119738,0,KU896783,Agramma hupehanum
278,224129,NC_030758,1052487215,0,KT363854,Agrilus planipennis mitochondrion MT
279,184613,NC_015842,340001900,0,HM071001,Agriosphodrus dohrni
280,56364,NC_022185,533207083,0,KF163965,Agrotis ipsilon
281,1123328,NC_062121,2216742667,0,MZ397914,Agrotis munda
282,47767,NC_022689,556505731,0,KC894725,Agrotis segetum
283,1804819,NC_062115,2216742583,0,OK235311,Agrotis trifurca
284,869564,NC_018095,393281654,0,HM744695,Ahamus yunnanensis
285,92035,NC_060512,2192922261,0,MZ748305,Ahamus yushuensis
286,390394,NC_046497,1824668836,0,MK348534,Ailia coila
287,9646,NC_009492,148298631,0,EF212882,Ailuropoda melanoleuca mitochondrion MT
288,9649,NC_011124,195934696,0,AM711897,Ailurus fulgens
289,424585,NC_009691,153127838,0,AB291074,Ailurus fulgens styani
290,419962,NC_042417,1678641934,0,MK583344,Aiolocaria hexaspilota
291,243007,NC_034674,1197709951,0,KY236114,Aiolopus thalassinus
292,8832,NC_023969,608788124,0,KJ169568,Aix galericulata
293,227741,NC_057664,2091536218,0,MT559882,Akarotaxis nudiceps
294,1804739,NC_031349,1079485377,0,KU158190,Akialoa obscura
295,106112,NC_025746,726972119,0,KF769456,Akodon montensis
296,85048,NC_037431,1381388304,0,MG905826,Alasmidonta heterodon
297,85049,NC_038155,1436053896,0,MG938673,Alasmidonta varicosa
298,88112,NC_020425,456351384,0,JQ322641,Alauda arvensis
299,592173,NC_057960,2104505031,0,MW304005,Alauda gulgula
300,670337,NC_046419,1824661865,0,MG681104,Alaudala cheleensis
301,42349,NC_001761,5835289,0,X83390,Albinaria caerulea
302,643421,NC_031557,1088478294,0,AP011254,Albulichthys albuloides
303,54556,NC_008659,119360276,0,AB239593,Alburnus alburnus
304,1245217,NC_019574,426581003,0,JX844591,Alburnus istanbulensis
305,155060,NC_031573,1088479576,0,AP011281,Alburnus mossulensis
306,886298,NC_019575,426581027,0,JX844592,Alburnus tarichi
307,36245,NC_035868,1241922958,0,KY964271,Alcedo atthis
308,59517,NC_020676,470231757,0,JN632594,Alcelaphus buselaphus
309,9852,NC_020677,470231815,0,JN632595,Alces alces
310,2530216,NC_041669,1610635795,0,MH819192,Alcidodes juglans
311,124278,NC_061273,2206970269,0,OL616202,Alcyonium acaule
312,51768,NC_061274,2206970284,0,OL616203,Alcyonium digitatum
313,859389,NC_061993,2216738072,0,OL616204,Alcyonium haddoni
314,167804,NC_028438,953245164,0,KT613185,Aldabrachelys gigantea
315,443748,NC_017879,386800608,0,JF911703,Aldrichetta forsteri
316,252811,NC_026996,817530358,0,KP872701,Aldrichina grahami
317,143900,NC_005801,45388071,0,AP002974,Aldrovandia affinis
318,1675535,NC_039136,1464312509,0,AP018343,Aldrovandia oleosa
319,461220,NC_053088,1998563602,0,MN356346,Aleadryas rufinucha
320,179359,NC_025566,722490066,0,KM522837,Alectis ciliaris
321,436001,NC_037050,1347731903,0,KP710215,Alectis indica
322,9078,NC_020585,470226427,0,FJ752426,Alectoris chukar
323,74437,NC_056354,2055416375,0,MW143047,Alectryonella plicatula
324,81907,NC_007227,71658022,0,AY346091,Alectura lathami
325,135881,NC_061260,2206969357,0,OL675411,Aleochara curtula
326,2822418,NC_059899,2172619363,0,MW284907,Aleochara postica
327,173327,NC_037049,1347731889,0,KP408222,Alepes djedaba
328,436002,NC_023524,589144399,0,KF728081,Alepes kleinii
329,492023,NC_013564,270267434,0,AP009570,Alepocephalus agassizii
330,492024,NC_013566,270267462,0,AP009571,Alepocephalus australis
331,134618,NC_013567,270267476,0,AP009572,Alepocephalus bairdii
332,443629,NC_011012,192293680,0,AP009399,Alepocephalus bicolor
333,492027,NC_013570,270267522,0,AP009574,Alepocephalus productus
334,170189,NC_004590,28894766,0,AP004100,Alepocephalus tenebrosus
335,492028,NC_013572,270267550,0,AP009575,Alepocephalus umbriceps
336,1497542,NC_061994,2216738087,0,OL616205,Alertigorgia orientalis
337,593793,NC_029155,992329331,0,KJ437166,Aleurocanthus spiniferus
338,30099,NC_005939,49146478,0,AY521251,Aleurodicus dugesii
339,212130,NC_023778,594448670,0,KC700022,Aleuroglyphus ovatus
340,860392,NC_056299,2055413541,0,MT880225,Aleyrodes shizuokensis
341,364078,NC_031565,1088479017,0,AP011267,Algansea lacustris
342,64414,NC_059780,2172613180,0,MW496122,Algyroides nigropunctatus
343,1315966,NC_044783,1747452175,0,MK215211,Alicella gigantea
344,1326985,NC_027610,902686991,0,KR051001,Alicia sansibarensis
345,291982,NC_024932,688074848,0,KM245630,Aliger gigas
346,981110,NC_051993,1942106116,0,MN812981,Alitta succinea
347,621237,NC_024664,671729487,0,KJ713152,Allantus luctifer
348,1384743,NC_057612,2091533067,0,MW464859,Allantus togatus
349,54135,NC_023965,608788068,0,KJ434962,Allenopithecus nigroviridis
350,8496,NC_001922,5835540,0,Y13113,Alligator mississippiensis mitochondrion MT
351,2218082,NC_038107,1436052017,0,MG989218,Allocarsidara bakeri
352,122248,NC_035631,1237408496,0,KM112334,Allocebus trichotis
353,100224,NC_023962,608788026,0,KJ434957,Allochrocebus lhoesti
354,181445,NC_004398,25057728,0,AP004435,Allocyttus niger
355,1891807,NC_060624,2192928099,0,MN401738,Allodia protenta
356,1749355,NC_060623,2192928085,0,MN401737,Allodia pyxidiiformis
357,1601812,NC_060622,2192928071,0,MN401736,Allodia zaitzevi
358,2761625,NC_029233,992330732,0,KT355738,Allodiplogaster sudhausi
359,377694,NC_034079,1152274292,0,KY224522,Allodontermes schultzei
360,796621,NC_016432,359422225,0,HM235722,Alloeorhynchus bakeri
361,34575,NC_026997,817530387,0,KP892752,Allonautilus scrobiculatus
362,2779777,NC_053646,2017999327,0,MT975431,Allonychiurus kimi
363,2742723,NC_048881,1859676019,0,MK051021,Allorhynchium sp. GX
364,2742724,NC_048882,1859676033,0,MK051022,Allorhynchium sp. YN
365,2690021,NC_061181,2206965407,0,OM069309,Allotraeus orientalis
366,1914395,NC_031871,1102549198,0,KX902250,Alopecoenas salamonis
367,57979,NC_022822,558603253,0,KF412639,Alopias pelagicus
368,57980,NC_021443,511348799,0,KC757415,Alopias superciliosus
369,7852,NC_049866,1878348473,0,MT410939,Alopias vulpinus
370,224703,NC_037017,1347730035,0,MG570463,Alosa aestivalis
371,469658,NC_028275,948298435,0,KP013088,Alosa alabamae
372,278164,NC_009575,148922684,0,AP009131,Alosa alosa
373,469659,NC_037016,1347730021,0,MG570462,Alosa mediocris
374,34774,NC_009576,148922572,0,AP009132,Alosa pseudoharengus
375,34773,NC_014690,312233335,0,HQ331537,Alosa sapidissima mitochondrion MT
376,9503,NC_027825,927371820,0,HQ644333,Alouatta seniculus
377,674293,NC_014883,317097358,0,GQ892049,Alpheus distinguendus
378,2201221,NC_038068,1436049839,0,MG873459,Alpheus hoplocheles
379,2302678,NC_041151,1593552517,0,MG551491,Alpheus inopinatus
380,515578,NC_038116,1436052143,0,MG787409,Alpheus japonicus
381,27448,NC_049092,1863132516,0,MT165524,Alphitobius diaperinus
382,404223,NC_042876,1693298971,0,MH477601,Altica cirsicola
383,404224,NC_042875,1693298947,0,MH477597,Altica fragariae
384,404228,NC_048472,1847691012,0,MH477594,Altica viridicyanea
385,1075431,NC_028033,937547527,0,KT277287,Alticorpus geoffreyi
386,2099647,NC_037244,1369124405,0,MG252956,Altiverruca navicula
387,1136943,NC_018542,403531433,0,JQ272702,Alulatettix yunnanensis
388,479862,NC_027268,836643596,0,KP637022,Aluterus monoceros
389,303710,NC_011323,208433787,0,AP009183,Aluterus scriptus
390,979799,NC_040136,1535790688,0,MG851913,Alveopora japonica
391,1491183,NC_049893,1878350141,0,MT123331,Alviniconcha boucheti
392,1212462,NC_018778,408772306,0,JX184903,Alvinocaris chelys
393,337181,NC_042497,1679362837,0,AB821296,Alvinocaris longirostris
394,377853,NC_034022,1152273774,0,KY224395,Alyscotermes kilimandjaricus
395,171366,NC_006688,58045563,0,AY585337,Alytes obstetricans pertinax
396,2744267,NC_057980,2104505736,0,MT527191,Amaga expatria
397,2918485,NC_061910,2216733709,0,MN385249,Amalda mucronata
398,698013,NC_014403,302632680,0,GU196685,Amalda northlandica
399,201534,NC_034099,1152274488,0,KY224574,Amalotermes phaeocephalus
400,245707,NC_011952,221145631,0,AP009214,Amanses scopas
401,1453164,NC_037203,1369122375,0,KY689114,Amantis nawai
402,877769,NC_036268,1277625130,0,KX035135,Amara communis
403,2042712,NC_037474,1381391153,0,AP018529,Amarsipus carlsbergi
404,1304801,NC_021416,511348215,0,KC513737,Amata formosae
405,592172,NC_023982,608788306,0,KJ192198,Amaurornis akool
406,261959,NC_024593,669032037,0,KJ874440,Amaurornis phoenicurus
