,id,chr,number,flag,code,desc
93,1701808,NC_028679,966199732,0,KT388103,Acinetobacter phage vB_AbaP_PD-AB9 viral segment Unknown
94,1852629,NC_031098,1070104669,0,KX268652,Acinetobacter phage vB_AbaS_TRS1
95,2269366,NC_049438,1864375492,0,MH460829,Acinetobacter phage vB_ApiM_fHyAci03
96,2016052,NC_042006,1631932671,0,MF033350,Acinetobacter phage vB_ApiP_P1
97,2016053,NC_042007,1631932721,0,MF033351,Acinetobacter phage vB_ApiP_P2
98,338473,NC_009643,151266287,0,DQ123818,Actinomyces virus Av1 viral segment Unknown
99,279303,NC_005885,48697401,0,AY576796,Actinoplanes phage phiAsp2 viral segment Unknown
100,1913112,NC_048651,1859643867,0,KX965989,Aeribacillus phage AP45
101,2911441,NC_008208,109289986,0,DQ529280,Aeromonas phage 25 viral segment Unknown
102,2163976,NC_047966,1842014121,0,MH179473,Aeromonas phage 25AhydR2PP
103,2588097,NC_048769,1859657876,0,MK804893,Aeromonas phage 2L372D
104,2588515,NC_048770,1859658094,0,MK813938,Aeromonas phage 2L372X
105,2588098,NC_054465,2029847341,0,MK804891,Aeromonas phage 2_D05
106,321023,NC_007022,66391804,0,AY962392,Aeromonas phage 31 viral segment Unknown
107,2907963,NC_005135,37651481,0,AY375531,Aeromonas phage 44RR2.8t viral segment Unknown
108,2588518,NC_048771,1859658306,0,MK813939,Aeromonas phage 4L372D
109,2588520,NC_048772,1859658558,0,MK813941,Aeromonas phage 4L372XY
110,2588517,NC_048773,1859658780,0,MK813943,Aeromonas phage 4_4572
111,2588099,NC_054466,2029847425,0,MK804892,Aeromonas phage 4_D05
112,2163978,NC_055746,2047440650,0,MH179476,Aeromonas phage 50AhydR13PP
113,2163979,NC_055747,2047440898,0,MH179477,Aeromonas phage 60AhydR15PP
114,2919549,NC_015251,326536409,0,GU459069,Aeromonas phage 65 viral segment Unknown
115,2026082,NC_042019,1631935237,0,MF479730,Aeromonas phage AS-gz
116,2026113,NC_048674,1859646362,0,MF498775,Aeromonas phage AS-sw
117,2024208,NC_048673,1859645959,0,MF448340,Aeromonas phage AS-zj
118,2880362,NC_005260,38639923,0,AY266303,Aeromonas phage Aeh1 viral segment Unknown
119,1198014,NC_020879,472437937,0,JN377895,Aeromonas phage Aes012 viral segment Unknown
120,1198013,NC_019543,423262092,0,JN377894,Aeromonas phage Aes508 viral segment Unknown
121,2053701,NC_055733,2047437900,0,MG250483,Aeromonas phage Ah1
122,2138298,NC_047949,1842012929,0,MG676224,Aeromonas phage AhSzq-1
123,2138299,NC_047950,1842013073,0,MG676225,Aeromonas phage AhSzw-1
124,1747286,NC_047866,1842005810,0,KT949345,Aeromonas phage Ahp1
125,2776735,NC_052986,1985465920,0,MT952005,Aeromonas phage BUCT551
126,1204516,NC_019538,423261416,0,JX123262,Aeromonas phage CC2 viral segment Unknown
127,2507411,NC_047865,1842005760,0,MF683623,Aeromonas phage CF7
128,2591030,NC_048774,1859658935,0,MK838112,Aeromonas phage LAh_6
129,2591031,NC_052985,1985465844,0,MK838113,Aeromonas phage LAh_7
130,2591032,NC_048775,1859659100,0,MK838114,Aeromonas phage LAh_8
131,2591033,NC_048776,1859659244,0,MK838115,Aeromonas phage LAh_9
132,926067,NC_023688,593773806,0,GU396103,Aeromonas phage PX29 viral segment Unknown
133,2420320,NC_048133,1842031157,0,MH992513,Aeromonas phage ZPAH7
134,1505227,NC_025459,712915603,0,KJ858521,Aeromonas phage pAh6-C viral segment Unknown
135,754050,NC_042037,1631936863,0,JF974294,Aeromonas phage pIS4-A
136,1978922,NC_048660,1859644632,0,KY914485,Aeromonas phage phiA8-29
137,879628,NC_014635,310722194,0,HM452125,Aeromonas phage phiAS4 viral segment Unknown
138,879630,NC_014636,310722466,0,HM452126,Aeromonas phage phiAS5 viral segment Unknown
139,1141132,NC_019528,422937568,0,JN651747,Aeromonas phage phiAS7 viral segment Unknown
140,2913974,NC_009542,158518661,0,DQ674738,Aeromonas phage phiO18P viral segment Unknown
141,2608321,NC_052984,1985465770,0,MN317029,Aeromonas phage vB_AhyS-A18P4
142,1127514,NC_019527,422937484,0,JQ177063,Aeromonas phage vB_AsaM-56 viral segment Unknown
143,1157339,NC_043427,1694998362,0,HE681887,Aeropyrum coil-shaped virus
144,1932713,NC_036595,1327850194,0,LC208019,Aeropyrum globular virus 1
145,700542,NC_043030,1694995591,0,AB537968,Aeropyrum pernix bacilliform virus 1 viral segment 1
146,1032474,NC_028256,948298112,0,HE580237,Aeropyrum pernix ovoid virus 1 viral segment Unknown
147,1032473,NC_028268,948298203,0,HE580238,Aeropyrum pernix spindle-shaped virus 1 viral segment Unknown
148,683735,NC_013597,273809542,0,GQ866233,Aggregatibacter phage S1249 viral segment Unknown
149,1161931,NC_019519,435844340,0,JQ312117,Agrobacterium phage 7-7-1 viral segment Unknown
150,2024261,NC_047845,1842004487,0,MF403005,Agrobacterium phage Atu_ph02
151,2024262,NC_047846,1842004554,0,MF403006,Agrobacterium phage Atu_ph03
152,2024264,NC_042013,1631933904,0,MF403008,Agrobacterium phage Atu_ph07
153,2723769,NC_055840,2047452313,0,MT234338,Agrobacterium phage OLIVR1
154,2723773,NC_055841,2047452422,0,MT234342,Agrobacterium phage OLIVR5
155,279383,NC_006938,62327168,0,AY576273,Alphaproteobacteria virus phiJl001 viral segment Unknown
156,2729541,NC_048878,1859671414,0,MT345684,Alteromonas phage vB_AcoS-R7M
157,1300004,NC_021532,514051544,0,KF005317,Alteromonas phage vB_AmaP_AD45-P1 viral segment Unknown
158,2704031,NC_048847,1859667518,0,MN877442,Alteromonas phage vB_AmeM_PT11-V22
159,2016032,NC_047834,1842003414,0,MF278336,Alteromonas virus vB_AspP-H4/4
160,1357732,NC_024358,658310528,0,KF356198,Anabaena phage A-4L viral segment Unknown
161,2099336,NC_048701,1859649225,0,MG969427,Anoxybacillus phage A403
162,1100043,NC_027925,937424915,0,KR819915,Apis mellifera filamentous virus viral segment Unknown
163,1927013,NC_041912,1631921105,0,KX660669,Aquamicrobium phage P14
164,416419,NC_008695,119756985,0,AM419438,Archaeal BJ1 virus viral segment Unknown
165,2713256,NC_049498,1864382802,0,MT024868,Arthrobacter phage Abba
166,2015853,NC_042002,1631932448,0,MF140397,Arthrobacter phage Abidatro
167,2027883,NC_042020,1631935475,0,MF668266,Arthrobacter phage Adat
168,1772291,NC_041949,1631925353,0,KU160638,Arthrobacter phage Amigo
169,2419946,NC_048098,1842028689,0,MH834595,Arthrobacter phage Andrew
170,2484217,NC_048739,1859653874,0,MK016490,Arthrobacter phage Anjali
171,1796994,NC_031252,1070638936,0,KU647629,Arthrobacter phage BarretLemon
172,2015815,NC_041999,1631932166,0,MF324907,Arthrobacter phage Beans
173,1772293,NC_041938,1631924584,0,KU160640,Arthrobacter phage Bennie
174,2488953,NC_054418,2027879899,0,MK112529,Arthrobacter phage BigMack
175,1701798,NC_041930,1631923627,0,KT365401,Arthrobacter phage Brent
176,2419949,NC_048091,1842028198,0,MH834603,Arthrobacter phage Bridgette
177,1772294,NC_041951,1631925541,0,KU160641,Arthrobacter phage CaptnMurica
178,1772295,NC_041948,1631925251,0,KU160642,Arthrobacter phage Circum
179,2015834,NC_042000,1631932240,0,MF185718,Arthrobacter phage Colucci
180,2419950,NC_048092,1842028270,0,MH834605,Arthrobacter phage Constance
181,2419951,NC_048099,1842028762,0,MH834606,Arthrobacter phage Coral
182,1698361,NC_028692,966201215,0,KT355471,Arthrobacter phage Decurro viral segment Unknown
183,2419955,NC_048093,1842028341,0,MH834610,Arthrobacter phage DrManhattan
184,1772296,NC_041939,1631924647,0,KU160643,Arthrobacter phage DrRobert
185,2686080,NC_049489,1864380890,0,MN703411,Arthrobacter phage DrYang
186,2419956,NC_048094,1842028414,0,MH834611,Arthrobacter phage Eileen
187,1772326,NC_041876,1631916427,0,KU160644,Arthrobacter phage Galaxy
188,2743905,NC_054419,2027879961,0,MT498050,Arthrobacter phage Gisselle
189,1772297,NC_041940,1631924707,0,KU160645,Arthrobacter phage Glenn
190,1772298,NC_041952,1631925630,0,KU160646,Arthrobacter phage Gordon
191,2499003,NC_054420,2027880023,0,MK279854,Arthrobacter phage GreenHearts
192,1897428,NC_054421,2027880086,0,KX688103,Arthrobacter phage Greenhouse
193,1772300,NC_041941,1631924772,0,KU160648,Arthrobacter phage HunterDalle
194,2047760,NC_054422,2027880148,0,MG210949,Arthrobacter phage Huntingdon
195,1772302,NC_041875,1631916369,0,KU160650,Arthrobacter phage Jasmine
196,1772327,NC_041931,1631923702,0,KU160651,Arthrobacter phage Jawnski
197,1772303,NC_041942,1631924833,0,KU160652,Arthrobacter phage Joann
198,2419958,NC_048095,1842028478,0,MH834614,Arthrobacter phage Judy
199,2315608,NC_049442,1864376399,0,MH744419,Arthrobacter phage KBurrousTX
200,1796995,NC_031231,1070620832,0,KU647626,Arthrobacter phage KellEzio
201,2419959,NC_048100,1842028835,0,MH834616,Arthrobacter phage Kepler
202,1796996,NC_031254,1070619517,0,KU647627,Arthrobacter phage Kitkat
203,2794944,NC_054423,2027880210,0,MW314848,Arthrobacter phage Kittykat
204,1772304,NC_041943,1631924897,0,KU160653,Arthrobacter phage Korra
205,2653270,NC_049473,1864379567,0,MN484600,Arthrobacter phage Kuleana
206,1772305,NC_041947,1631925150,0,KU160654,Arthrobacter phage Laroye
207,2015860,NC_055032,2046359949,0,MF140418,Arthrobacter phage LiSara
208,2488780,NC_048115,1842030053,0,MK061413,Arthrobacter phage Liebe
209,2499008,NC_054424,2027880276,0,MK279863,Arthrobacter phage Litotes
210,2599828,NC_049471,1864379242,0,MN234234,Arthrobacter phage Lymara
211,2499009,NC_048140,1842031606,0,MK279899,Arthrobacter phage Maja
212,2743906,NC_054425,2027880339,0,MT498045,Arthrobacter phage MamaPearl
213,1772307,NC_041932,1631923776,0,KU160656,Arthrobacter phage Martha
214,2484218,NC_048740,1859653902,0,MK016500,Arthrobacter phage Mendel
215,2015839,NC_042001,1631932355,0,MF185731,Arthrobacter phage Molivia
216,1796997,NC_031224,1344462657,0,KU647628,Arthrobacter phage Mudcat viral segment Unknown
217,2656526,NC_049478,1864379844,0,MN586027,Arthrobacter phage Mufasa8
218,2015865,NC_054426,2027880400,0,MF140424,Arthrobacter phage Nubia
219,1897429,NC_054427,2027880462,0,KX688102,Arthrobacter phage Oxynfrius
220,2419965,NC_048096,1842028551,0,MH834623,Arthrobacter phage Peas
221,2024282,NC_042014,1631934619,0,MF189177,Arthrobacter phage Piccoletto
222,1772310,NC_041944,1631924957,0,KU160659,Arthrobacter phage Preamble
223,1772328,NC_042053,1631938865,0,KU160660,Arthrobacter phage PrincessTrina
224,1772311,NC_041945,1631925022,0,KU160661,Arthrobacter phage Pumancara
225,1772314,NC_055033,2046360046,0,KU160664,Arthrobacter phage Salgado
226,2250416,NC_054428,2027880525,0,MH450131,Arthrobacter phage Sergei
227,2024283,NC_042015,1631934694,0,MF189178,Arthrobacter phage Shade
228,2510495,NC_048152,1842032731,0,MK411746,Arthrobacter phage Sonali
229,1772315,NC_041933,1631923854,0,KU160665,Arthrobacter phage Sonny
230,1772319,NC_041961,1631926204,0,KU160669,Arthrobacter phage Tank
231,2599838,NC_049470,1864379159,0,MN234178,Arthrobacter phage TripleJ
232,2047867,NC_054429,2027880586,0,MG198779,Arthrobacter phage Urla
233,2593333,NC_049465,1864378728,0,MN096362,Arthrobacter phage Vibaki
234,2499021,NC_054430,2027880649,0,MK279892,Arthrobacter phage Wawa
235,1772322,NC_041946,1631925085,0,KU160672,Arthrobacter phage Wayne
236,2015873,NC_055034,2046360146,0,MF140434,Arthrobacter phage Wheelbite
237,2419970,NC_048097,1842028620,0,MH834629,Arthrobacter phage Yang
238,2603257,NC_049468,1864378975,0,MN183279,Arthrobacter phage Zartrosa
239,1414742,NC_022972,608309541,0,KF692088,Arthrobacter phage vB_ArS-ArV2 viral segment Unknown
240,1566993,NC_026606,764161602,0,KM879463,Arthrobacter phage vB_ArtM-ArV1 viral segment Unknown
241,1503929,NC_027334,849119851,0,AB967974,Aurantimonas phage AmM-1 viral segment Unknown
242,1920526,NC_055706,2047433237,0,AP017903,Azobacteroides phage ProJPt-Bp1
243,467481,NC_010355,168495103,0,CU468217,Azospirillum phage Cd viral segment Unknown
244,458639,NC_009760,156563990,0,EF583821,Bacillus phage 0305phi8-36 viral segment Unknown
245,2880539,NC_029024,971766618,0,GU229986,Bacillus phage 250 viral segment Unknown
246,2880538,NC_011523,211956446,0,EU408779,Bacillus phage AP50 viral segment Unknown
247,1815509,NC_031039,1070064791,0,KU878088,Bacillus phage AR9
248,2880537,NC_020478,460042012,0,KC330684,Bacillus phage Andromeda viral segment Unknown
249,1874000,NC_031121,2215554621,0,KX349899,Bacillus phage Aurora
250,1698451,NC_028887,971752307,0,KT307976,Bacillus phage AvesoBmore viral segment Unknown
251,1141133,NC_018863,408905858,0,JN790865,Bacillus phage B4 viral segment Unknown
252,1126949,NC_047736,1841995747,0,JN797796,Bacillus phage B5S
253,294382,NC_006557,56694869,0,AY616446,Bacillus phage BCASJ1c viral segment Unknown
254,1136534,NC_019515,422935955,0,JN712910,Bacillus phage BCD7 viral segment Unknown
255,1126950,NC_018860,408905855,0,JN797797,Bacillus phage BCP78 viral segment Unknown
256,1129192,NC_027355,849252930,0,KJ081346,Bacillus phage BCP8-2 viral segment Unknown
257,1126951,NC_047735,1841995523,0,JN797798,Bacillus phage BCU4
258,1277886,NC_023501,588498374,0,KC430106,Bacillus phage BPS10C viral segment Unknown
259,1136731,NC_018857,408905852,0,JN654439,Bacillus phage BPS13 viral segment Unknown
260,2283013,NC_048726,1859652181,0,MH606185,Bacillus phage BSP38
261,1567487,NC_030945,1068513072,0,KP063902,Bacillus phage BalMu-1
262,236750,NC_005258,38640276,0,AY257527,Bacillus phage Bam35c viral segment Unknown
263,2756144,NC_055905,2047458932,0,MT777452,Bacillus phage Baseball_field
264,57477,NC_018856,408905851,0,JF966203,Bacillus phage Bastille viral segment Unknown
265,1118064,NC_048628,1859677359,0,HE614282,Bacillus phage BceA1
266,584892,NC_024137,640883881,0,KJ451625,Bacillus phage Bcp1 viral segment Unknown
267,1983461,NC_049961,1882288458,0,KY921761,Bacillus phage BeachBum
268,1852564,NC_031024,1070065575,0,KX147229,Bacillus phage Belinda
269,1406781,NC_022769,568191240,0,KF669647,Bacillus phage BigBertha viral segment Unknown
270,2880540,NC_022773,568192042,0,KF669648,Bacillus phage Blastoid viral segment Unknown
271,1527469,NC_024792,682123955,0,KM051843,Bacillus phage Bobb viral segment Unknown
272,1445810,NC_029121,985761324,0,KJ010547,Bacillus phage Bp8p-C viral segment Unknown
273,1445811,NC_047744,1841996460,0,KJ010548,Bacillus phage Bp8p-T
274,1194641,NC_018085,392972710,0,JN191664,Bacillus phage BtCS33 viral segment Unknown
275,1486657,NC_024216,643218568,0,KJ489397,Bacillus phage CAM003 viral segment Unknown
276,1391188,NC_025423,725949470,0,KF554508,Bacillus phage CP-51 viral segment Unknown
277,1406783,NC_022761,557478762,0,KF669649,Bacillus phage CampHawk viral segment Unknown
278,2072797,NC_048698,1859648981,0,MG784342,Bacillus phage Carmen17
279,1874001,NC_031015,2215554620,0,KX349900,Bacillus phage Claudi
280,2880541,NC_020479,460042095,0,KC330679,Bacillus phage Curly viral segment Unknown
281,1805948,NC_031006,1070064499,0,KU737349,Bacillus phage DIGNKC
282,2500808,NC_049967,1882288686,0,MK284526,Bacillus phage DK1
283,2500809,NC_049968,1882288737,0,MK284527,Bacillus phage DK2
284,2500810,NC_049969,1882288783,0,MK284528,Bacillus phage DK3
285,2777318,NC_055908,2047459096,0,MW012634,Bacillus phage DLc1
286,1792245,NC_031056,1070215812,0,KU577463,Bacillus phage Deep Blue
287,1873341,NC_048667,1859645293,0,MF176161,Bacillus phage Deep-Purple
288,1873999,NC_031054,1070100985,0,KX349903,Bacillus phage DirtyBetty
289,1776293,NC_030920,1068511364,0,KU253712,Bacillus phage Eldridge
290,2880542,NC_020477,460041934,0,KC330680,Bacillus phage Eoghan viral segment Unknown
291,1486658,NC_024207,643217419,0,KJ489398,Bacillus phage Evoli viral segment Unknown
292,1690431,NC_028944,971758562,0,KT207918,Bacillus phage Eyuki viral segment Unknown
293,345922,NC_007814,89152479,0,DQ150593,Bacillus phage Fah viral segment Unknown
294,2884419,NC_020480,460042176,0,KC330683,Bacillus phage Finn viral segment Unknown
295,2884420,NC_023719,593777468,0,JN638751,Bacillus phage G viral segment Unknown
296,2679898,NC_002649,12248100,0,X96987,Bacillus phage GA1 viral segment Unknown
297,307240,NC_006945,62327519,0,AY701338,Bacillus phage GIL16c viral segment Unknown
298,347962,NC_007458,77020137,0,DQ222853,Bacillus phage Gamma viral segment Unknown
299,2884421,NC_022766,568191047,0,KF669651,Bacillus phage Glittering viral segment Unknown
300,1406785,NC_022771,568191581,0,KF669652,Bacillus phage Grass viral segment Unknown
301,2736266,NC_049974,1882288957,0,MT459794,Bacillus phage Gxv1
302,1486659,NC_024213,643218205,0,KJ489399,Bacillus phage Hakuna viral segment Unknown
303,1981931,NC_049960,1882288424,0,KY821088,Bacillus phage Harambe
304,1486660,NC_024205,643217077,0,KJ489400,Bacillus phage Hoody T viral segment Unknown
305,2884422,NC_011167,197261511,0,EU874396,Bacillus phage IEBH viral segment Unknown
306,1498212,NC_027352,849251639,0,KJ676859,Bacillus phage JBP901 viral segment Unknown
307,1296655,NC_028982,971762694,0,KC595512,Bacillus phage JL viral segment Unknown
308,2023949,NC_049963,1882288535,0,MF156577,Bacillus phage Juan
309,2591398,NC_049970,1882288831,0,MN082625,Bacillus phage Karezi
310,1873998,NC_031012,1070097245,0,KX349902,Bacillus phage Kida
311,2023950,NC_049964,1882288571,0,MF156578,Bacillus phage KonjoTrouble
312,1309583,NC_021336,509141216,0,KC685370,Bacillus phage MG-B1 viral segment Unknown
313,1540090,NC_027366,849059868,0,KM236245,Bacillus phage Mater
314,1486661,NC_024211,643217861,0,KJ489401,Bacillus phage Megatron viral segment Unknown
315,1796993,NC_041879,1631917230,0,KU665491,Bacillus phage Mgbh1
316,1540091,NC_027374,849060197,0,KM236246,Bacillus phage Moonbeam
317,1805950,NC_031070,1070102398,0,KU737352,Bacillus phage Nemo
318,10753,NC_049976,1882292955,0,EU622808,Bacillus phage Nf
319,1805951,NC_031037,1070099281,0,KU737344,Bacillus phage Nigalana
320,1805952,NC_031049,1070100427,0,KU737351,Bacillus phage NotTheCreek
321,1161901,NC_017976,389060322,0,JQ619704,Bacillus phage PBC1 viral segment Unknown
322,2884423,NC_043027,1694995206,0,MF360957,Bacillus phage PBS1
323,547228,NC_020883,472438250,0,AB711120,Bacillus phage PM1 viral segment Unknown
324,10757,NC_001423,9626384,0,M11813,Bacillus phage PZA
325,1406786,NC_022764,571798128,0,KF669655,Bacillus phage Page viral segment Unknown
326,1597966,NC_028926,971756414,0,KP411017,Bacillus phage Palmer viral segment Unknown
327,1540092,NC_027372,849060132,0,KM236247,Bacillus phage Pascal
328,1675598,NC_028782,971743000,0,KT001911,Bacillus phage Pavlov viral segment Unknown
329,1868598,NC_048641,1859642862,0,KX227757,Bacillus phage PfEFR-4
330,1868599,NC_031055,1070101288,0,KX227760,Bacillus phage PfEFR-5
